P18 (image) QuickStatements for newly created Wikidata items
================================================================================

Total items: 646

QID             Word                           SVG Filename                            
Q137763648      alu                            Sitelen-seli-kiwen-alu.svg              
Q137763649      amanka                         Sitelen-seli-kiwen-amanka.svg           
Q137763650      amelin                         Sitelen-seli-kiwen-amelin.svg           
Q137763652      ana                            Sitelen-seli-kiwen-ana.svg              
Q137763653      ani                            Sitelen-seli-kiwen-ani.svg              
Q137763654      ansu                           Sitelen-seli-kiwen-ansu.svg             
Q137763655      anta                           Sitelen-seli-kiwen-anta.svg             
Q137763656      antepan                        Sitelen-seli-kiwen-antepan.svg          
Q137763657      antikontitutonelema            Sitelen-seli-kiwen-antikontitutonelema.svg
Q137374368      apeja                          Sitelen-seli-kiwen-apeja.svg            
Q137763658      apelo                          Sitelen-seli-kiwen-apelo.svg            
Q137763659      api                            Sitelen-seli-kiwen-api.svg              
Q137763660      asiku                          Sitelen-seli-kiwen-asiku.svg            
Q137763661      asu                            Sitelen-seli-kiwen-asu.svg              
Q137763662      asuki                          Sitelen-seli-kiwen-asuki.svg            
Q137763663      asuto                          Sitelen-seli-kiwen-asuto.svg            
Q137763664      atu                            Sitelen-seli-kiwen-atu.svg              
Q137763665      awase                          Sitelen-seli-kiwen-awase.svg            
Q137763666      eki                            Sitelen-seli-kiwen-eki.svg              
Q137763667      eni                            Sitelen-seli-kiwen-eni.svg              
Q137763668      enko                           Sitelen-seli-kiwen-enko.svg             
Q137763669      epikule                        Sitelen-seli-kiwen-epikule.svg          
Q137763670      fairfax                        Sitelen-seli-kiwen-fairfax.svg          
Q137763671      hD                             Sitelen-seli-kiwen-hD.svg               
Q137763672      iki                            Sitelen-seli-kiwen-iki.svg              
Q137763673      ilaje                          Sitelen-seli-kiwen-ilaje.svg            
Q137763674      ilapa                          Sitelen-seli-kiwen-ilapa.svg            
Q137763675      inta                           Sitelen-seli-kiwen-inta.svg             
Q137763676      ipan                           Sitelen-seli-kiwen-ipan.svg             
Q137763677      ipawi                          Sitelen-seli-kiwen-ipawi.svg            
Q137763678      ipi                            Sitelen-seli-kiwen-ipi.svg              
Q137763679      iseja                          Sitelen-seli-kiwen-iseja.svg            
Q137763680      iseki                          Sitelen-seli-kiwen-iseki.svg            
Q137763681      isipin                         Sitelen-seli-kiwen-isipin.svg           
Q137763683      itomi                          Sitelen-seli-kiwen-itomi.svg            
Q137763684      ja                             Sitelen-seli-kiwen-ja.svg               
Q137763685      jalan                          Sitelen-seli-kiwen-jalan.svg            
Q137763686      jalepu                         Sitelen-seli-kiwen-jalepu.svg           
Q137763687      jami                           Sitelen-seli-kiwen-jami.svg             
Q137763688      jans                           Sitelen-seli-kiwen-jans.svg             
Q137763689      jasun                          Sitelen-seli-kiwen-jasun.svg            
Q137763691      je                             Sitelen-seli-kiwen-je.svg               
Q137763692      jesi                           Sitelen-seli-kiwen-jesi.svg             
Q137763693      jew                            Sitelen-seli-kiwen-jew.svg              
Q137763694      jonatan                        Sitelen-seli-kiwen-jonatan.svg          
Q137763695      ju                             Sitelen-seli-kiwen-ju.svg               
Q137763696      jule                           Sitelen-seli-kiwen-jule.svg             
Q137763697      jules                          Sitelen-seli-kiwen-jules.svg            
Q137763698      jume                           Sitelen-seli-kiwen-jume.svg             
Q137763699      juniko                         Sitelen-seli-kiwen-juniko.svg           
Q137763700      jusijesuwa                     Sitelen-seli-kiwen-jusijesuwa.svg       
Q137763701      kaken                          Sitelen-seli-kiwen-kaken.svg            
Q137763702      kalamARR                       Sitelen-seli-kiwen-kalamARR.svg         
Q137763704      kalijopilale                   Sitelen-seli-kiwen-kalijopilale.svg     
Q137763705      kalu                           Sitelen-seli-kiwen-kalu.svg             
Q137763706      kamalawala                     Sitelen-seli-kiwen-kamalawala.svg       
Q137763707      kan                            Sitelen-seli-kiwen-kan.svg              
Q137763708      kana                           Sitelen-seli-kiwen-kana.svg             
Q137763709      kani                           Sitelen-seli-kiwen-kani.svg             
Q137763710      kankuli                        Sitelen-seli-kiwen-kankuli.svg          
Q137763711      kapa                           Sitelen-seli-kiwen-kapa.svg             
Q137763713      kapesi                         Sitelen-seli-kiwen-kapesi.svg           
Q137763714      kapilu                         Sitelen-seli-kiwen-kapilu.svg           
Q137763715      ke                             Sitelen-seli-kiwen-ke.svg               
Q137763716      kekanSan                       Sitelen-seli-kiwen-kekanSan.svg         
Q137763717      kekantesantakalu               Sitelen-seli-kiwen-kekantesantakalu.svg 
Q137763718      keli                           Sitelen-seli-kiwen-keli.svg             
Q137763719      kelo                           Sitelen-seli-kiwen-kelo.svg             
Q137763720      kemu                           Sitelen-seli-kiwen-kemu.svg             
Q137763722      kepa                           Sitelen-seli-kiwen-kepa.svg             
Q137763723      kepen                          Sitelen-seli-kiwen-kepen.svg            
Q137763724      kepi                           Sitelen-seli-kiwen-kepi.svg             
Q137763725      kese                           Sitelen-seli-kiwen-kese.svg             
Q137763726      keTami                         Sitelen-seli-kiwen-keTami.svg           
Q137763727      kewe                           Sitelen-seli-kiwen-kewe.svg             
Q137763728      ki                             Sitelen-seli-kiwen-ki.svg               
Q137763729      kijan                          Sitelen-seli-kiwen-kijan.svg            
Q137763730      kije                           Sitelen-seli-kiwen-kije.svg             
Q137763731      kijesankalu                    Sitelen-seli-kiwen-kijesankalu.svg      
Q137763732      kijete                         Sitelen-seli-kiwen-kijete.svg           
Q137763733      kijosin                        Sitelen-seli-kiwen-kijosin.svg          
Q137763734      kiki                           Sitelen-seli-kiwen-kiki.svg             
Q137763735      kikolo                         Sitelen-seli-kiwen-kikolo.svg           
Q137763736      kikulo                         Sitelen-seli-kiwen-kikulo.svg           
Q137763737      kinute                         Sitelen-seli-kiwen-kinute.svg           
Q137763738      kita                           Sitelen-seli-kiwen-kita.svg             
Q137763739      kitu                           Sitelen-seli-kiwen-kitu.svg             
Q137763740      koko                           Sitelen-seli-kiwen-koko.svg             
Q137763741      kolisin                        Sitelen-seli-kiwen-kolisin.svg          
Q137763742      kolo                           Sitelen-seli-kiwen-kolo.svg             
Q137763744      koni                           Sitelen-seli-kiwen-koni.svg             
Q137763745      konsi                          Sitelen-seli-kiwen-konsi.svg            
Q137763746      konwe                          Sitelen-seli-kiwen-konwe.svg            
Q137763747      kosan                          Sitelen-seli-kiwen-kosan.svg            
Q137763748      kosikosa                       Sitelen-seli-kiwen-kosikosa.svg         
Q137763749      kulepiku                       Sitelen-seli-kiwen-kulepiku.svg         
Q137763750      kulijo                         Sitelen-seli-kiwen-kulijo.svg           
Q137763751      kulu                           Sitelen-seli-kiwen-kulu.svg             
Q137763752      kuntu                          Sitelen-seli-kiwen-kuntu.svg            
Q137763753      lan                            Sitelen-seli-kiwen-lan.svg              
Q137763755      lansan                         Sitelen-seli-kiwen-lansan.svg           
Q137763756      lato                           Sitelen-seli-kiwen-lato.svg             
Q137763757      lenlen                         Sitelen-seli-kiwen-lenlen.svg           
Q137763758      lepeka                         Sitelen-seli-kiwen-lepeka.svg           
Q137763759      lijokuku                       Sitelen-seli-kiwen-lijokuku.svg         
Q137763760      likujo                         Sitelen-seli-kiwen-likujo.svg           
Q137763761      linku                          Sitelen-seli-kiwen-linku.svg            
Q137763763      linuwi                         Sitelen-seli-kiwen-linuwi.svg           
Q137763764      lipamanka                      Sitelen-seli-kiwen-lipamanka.svg        
Q137763765      lisana                         Sitelen-seli-kiwen-lisana.svg           
Q137763766      lo                             Sitelen-seli-kiwen-lo.svg               
Q137763767      loka                           Sitelen-seli-kiwen-loka.svg             
Q137763768      lokon                          Sitelen-seli-kiwen-lokon.svg            
Q137763769      lokoso                         Sitelen-seli-kiwen-lokoso.svg           
Q137763770      losupan                        Sitelen-seli-kiwen-losupan.svg          
Q137763771      lu                             Sitelen-seli-kiwen-lu.svg               
Q137763773      luke                           Sitelen-seli-kiwen-luke.svg             
Q137763774      luna                           Sitelen-seli-kiwen-luna.svg             
Q137763775      majeka                         Sitelen-seli-kiwen-majeka.svg           
Q137763776      maki                           Sitelen-seli-kiwen-maki.svg             
Q137763777      mako                           Sitelen-seli-kiwen-mako.svg             
Q137763778      mamasi                         Sitelen-seli-kiwen-mamasi.svg           
Q137763779      mamasina                       Sitelen-seli-kiwen-mamasina.svg         
Q137763780      manka                          Sitelen-seli-kiwen-manka.svg            
Q137763781      masalo                         Sitelen-seli-kiwen-masalo.svg           
Q137763782      masenta                        Sitelen-seli-kiwen-masenta.svg          
Q137763783      masu                           Sitelen-seli-kiwen-masu.svg             
Q137763784      matula                         Sitelen-seli-kiwen-matula.svg           
Q137763785      me                             Sitelen-seli-kiwen-me.svg               
Q137763786      medium                         Sitelen-seli-kiwen-medium.svg           
Q137763787      mekuwi                         Sitelen-seli-kiwen-mekuwi.svg           
Q137763788      melinjakulekule                Sitelen-seli-kiwen-melinjakulekule.svg  
Q137763790      mijomi                         Sitelen-seli-kiwen-mijomi.svg           
Q137763791      miko                           Sitelen-seli-kiwen-miko.svg             
Q137763792      mila                           Sitelen-seli-kiwen-mila.svg             
Q137763793      mimuki                         Sitelen-seli-kiwen-mimuki.svg           
Q137763794      misa                           Sitelen-seli-kiwen-misa.svg             
Q137763795      molusa                         Sitelen-seli-kiwen-molusa.svg           
Q137763796      mono                           Sitelen-seli-kiwen-mono.svg             
Q137763797      motan                          Sitelen-seli-kiwen-motan.svg            
Q137763798      nalanja                        Sitelen-seli-kiwen-nalanja.svg          
Q137763799      nalasuni                       Sitelen-seli-kiwen-nalasuni.svg         
Q137763801      nan                            Sitelen-seli-kiwen-nan.svg              
Q137763802      nano                           Sitelen-seli-kiwen-nano.svg             
Q137763803      nasulin                        Sitelen-seli-kiwen-nasulin.svg          
Q137763804      nata                           Sitelen-seli-kiwen-nata.svg             
Q137763805      natu                           Sitelen-seli-kiwen-natu.svg             
Q137763806      neja                           Sitelen-seli-kiwen-neja.svg             
Q137763807      nele                           Sitelen-seli-kiwen-nele.svg             
Q137763808      niko                           Sitelen-seli-kiwen-niko.svg             
Q137763809      nili                           Sitelen-seli-kiwen-nili.svg             
Q137763810      nito                           Sitelen-seli-kiwen-nito.svg             
Q137763811      nlsn                           Sitelen-seli-kiwen-nlsn.svg             
Q137763812      nowi                           Sitelen-seli-kiwen-nowi.svg             
Q137763813      nu                             Sitelen-seli-kiwen-nu.svg               
Q137763814      nusun                          Sitelen-seli-kiwen-nusun.svg            
Q137763815      nutan                          Sitelen-seli-kiwen-nutan.svg            
Q137763816      nuwa                           Sitelen-seli-kiwen-nuwa.svg             
Q137763818      ojuta                          Sitelen-seli-kiwen-ojuta.svg            
Q137763819      oke                            Sitelen-seli-kiwen-oke.svg              
Q137763820      okepuma                        Sitelen-seli-kiwen-okepuma.svg          
Q137763821      oki                            Sitelen-seli-kiwen-oki.svg              
Q137763822      olala                          Sitelen-seli-kiwen-olala.svg            
Q137763823      omekalike                      Sitelen-seli-kiwen-omekalike.svg        
Q137763824      omekapo                        Sitelen-seli-kiwen-omekapo.svg          
Q137763825      omen                           Sitelen-seli-kiwen-omen.svg             
Q137763826      oni                            Sitelen-seli-kiwen-oni.svg              
Q137763827      onono                          Sitelen-seli-kiwen-onono.svg            
Q137763829      opa                            Sitelen-seli-kiwen-opa.svg              
Q137763830      opasan                         Sitelen-seli-kiwen-opasan.svg           
Q137763831      owe                            Sitelen-seli-kiwen-owe.svg              
Q137763832      pa                             Sitelen-seli-kiwen-pa.svg               
Q137763833      paka                           Sitelen-seli-kiwen-paka.svg             
Q137374459      pake                           Sitelen-seli-kiwen-pake.svg             
Q137763834      pakola                         Sitelen-seli-kiwen-pakola.svg           
Q137763835      palensi                        Sitelen-seli-kiwen-palensi.svg          
Q137763837      pami                           Sitelen-seli-kiwen-pami.svg             
Q137763838      panke                          Sitelen-seli-kiwen-panke.svg            
Q137763839      panpan                         Sitelen-seli-kiwen-panpan.svg           
Q137763841      pasila                         Sitelen-seli-kiwen-pasila.svg           
Q137374460      pata                           Sitelen-seli-kiwen-pata.svg             
Q137763842      pe                             Sitelen-seli-kiwen-pe.svg               
Q137763843      penpo                          Sitelen-seli-kiwen-penpo.svg            
Q137763844      pensa                          Sitelen-seli-kiwen-pensa.svg            
Q137374461      peta                           Sitelen-seli-kiwen-peta.svg             
Q137763845      peto                           Sitelen-seli-kiwen-peto.svg             
Q137763846      pika                           Sitelen-seli-kiwen-pika.svg             
Q137763847      pingo                          Sitelen-seli-kiwen-pingo.svg            
Q137763848      pipo                           Sitelen-seli-kiwen-pipo.svg             
Q137763849      pipolo                         Sitelen-seli-kiwen-pipolo.svg           
Q137374462      po                             Sitelen-seli-kiwen-po.svg               
Q137763850      polinpin                       Sitelen-seli-kiwen-polinpin.svg         
Q137763851      poman                          Sitelen-seli-kiwen-poman.svg            
Q137763852      pomotolo                       Sitelen-seli-kiwen-pomotolo.svg         
Q137763853      poni                           Sitelen-seli-kiwen-poni.svg             
Q137722416      powe                           Sitelen-seli-kiwen-powe.svg             
Q137763854      pula                           Sitelen-seli-kiwen-pula.svg             
Q137763855      pulaso                         Sitelen-seli-kiwen-pulaso.svg           
Q137763856      puwa                           Sitelen-seli-kiwen-puwa.svg             
Q137763857      saja                           Sitelen-seli-kiwen-saja.svg             
Q137763859      salantapotalusa                Sitelen-seli-kiwen-salantapotalusa.svg  
Q137763860      samin                          Sitelen-seli-kiwen-samin.svg            
Q137763861      samu                           Sitelen-seli-kiwen-samu.svg             
Q137374463      san                            Sitelen-seli-kiwen-san.svg              
Q137763862      santa                          Sitelen-seli-kiwen-santa.svg            
Q137763863      sapelipope                     Sitelen-seli-kiwen-sapelipope.svg       
Q137763864      satun                          Sitelen-seli-kiwen-satun.svg            
Q137763865      seka                           Sitelen-seli-kiwen-seka.svg             
Q137763866      seki                           Sitelen-seli-kiwen-seki.svg             
Q137763867      siiilapa                       Sitelen-seli-kiwen-siiilapa.svg         
Q137763868      siilapa                        Sitelen-seli-kiwen-siilapa.svg          
Q137763870      sijala                         Sitelen-seli-kiwen-sijala.svg           
Q137763871      sijesuwa                       Sitelen-seli-kiwen-sijesuwa.svg         
Q137763872      sikako                         Sitelen-seli-kiwen-sikako.svg           
Q137763873      sikomo                         Sitelen-seli-kiwen-sikomo.svg           
Q137763874      silani                         Sitelen-seli-kiwen-silani.svg           
Q137763875      silapa                         Sitelen-seli-kiwen-silapa.svg           
Q137763877      sipi                           Sitelen-seli-kiwen-sipi.svg             
Q137763878      sipije                         Sitelen-seli-kiwen-sipije.svg           
Q137763879      sisa                           Sitelen-seli-kiwen-sisa.svg             
Q137763880      sisi                           Sitelen-seli-kiwen-sisi.svg             
Q137763882      siwala                         Sitelen-seli-kiwen-siwala.svg           
Q137763884      siwan                          Sitelen-seli-kiwen-siwan.svg            
Q137763885      slape                          Sitelen-seli-kiwen-slape.svg            
Q137763886      snoweli                        Sitelen-seli-kiwen-snoweli.svg          
Q137763887      sokeli                         Sitelen-seli-kiwen-sokeli.svg           
Q137763888      soni                           Sitelen-seli-kiwen-soni.svg             
Q137763889      sowoli                         Sitelen-seli-kiwen-sowoli.svg           
Q137763890      stella                         Sitelen-seli-kiwen-stella.svg           
Q137763891      suke                           Sitelen-seli-kiwen-suke.svg             
Q137763892      sulaso                         Sitelen-seli-kiwen-sulaso.svg           
Q137763893      sunta                          Sitelen-seli-kiwen-sunta.svg            
Q137763894      ta                             Sitelen-seli-kiwen-ta.svg               
Q137763896      taki                           Sitelen-seli-kiwen-taki.svg             
Q137763897      tasun                          Sitelen-seli-kiwen-tasun.svg            
Q137763898      tawake                         Sitelen-seli-kiwen-tawake.svg           
Q137763899      te                             Sitelen-seli-kiwen-te.svg               
Q137763900      teken                          Sitelen-seli-kiwen-teken.svg            
Q137763901      temi                           Sitelen-seli-kiwen-temi.svg             
Q137763902      ten                            Sitelen-seli-kiwen-ten.svg              
Q137763903      tenpi                          Sitelen-seli-kiwen-tenpi.svg            
Q137763904      tensi                          Sitelen-seli-kiwen-tensi.svg            
Q137763905      to                             Sitelen-seli-kiwen-to.svg               
Q137763906      tokana                         Sitelen-seli-kiwen-tokana.svg           
Q137763907      token                          Sitelen-seli-kiwen-token.svg            
Q137763909      toma                           Sitelen-seli-kiwen-toma.svg             
Q137763910      tona                           Sitelen-seli-kiwen-tona.svg             
Q137763911      tonpite                        Sitelen-seli-kiwen-tonpite.svg          
Q137763912      tonyu                          Sitelen-seli-kiwen-tonyu.svg            
Q137763913      topo                           Sitelen-seli-kiwen-topo.svg             
Q137763915      towan                          Sitelen-seli-kiwen-towan.svg            
Q137763916      tuwa                           Sitelen-seli-kiwen-tuwa.svg             
Q137763917      uka                            Sitelen-seli-kiwen-uka.svg              
Q137763918      umesu                          Sitelen-seli-kiwen-umesu.svg            
Q137763919      unikijetesantakalu             Sitelen-seli-kiwen-unikijetesantakalu.svg
Q137763921      unu                            Sitelen-seli-kiwen-unu.svg              
Q137763923      usawi                          Sitelen-seli-kiwen-usawi.svg            
Q137763925      vivi                           Sitelen-seli-kiwen-vivi.svg             
Q137763926      votgil                         Sitelen-seli-kiwen-votgil.svg           
Q137763927      vriska                         Sitelen-seli-kiwen-vriska.svg           
Q137763928      wa                             Sitelen-seli-kiwen-wa.svg               
Q137763929      waje                           Sitelen-seli-kiwen-waje.svg             
Q137763930      wakalito                       Sitelen-seli-kiwen-wakalito.svg         
Q137763931      waken                          Sitelen-seli-kiwen-waken.svg            
Q137763932      waleja                         Sitelen-seli-kiwen-waleja.svg           
Q137763933      wasoweli                       Sitelen-seli-kiwen-wasoweli.svg         
Q137763934      wawajete                       Sitelen-seli-kiwen-wawajete.svg         
Q137763936      we                             Sitelen-seli-kiwen-we.svg               
Q137763938      wekama                         Sitelen-seli-kiwen-wekama.svg           
Q137763939      weko                           Sitelen-seli-kiwen-weko.svg             
Q137763940      wen                            Sitelen-seli-kiwen-wen.svg              
Q137763941      wi                             Sitelen-seli-kiwen-wi.svg               
Q137763942      wiju                           Sitelen-seli-kiwen-wiju.svg             
Q137763943      wiki                           Sitelen-seli-kiwen-wiki.svg             
Q137763944      wikipesija                     Sitelen-seli-kiwen-wikipesija.svg       
Q137763945      wiwi                           Sitelen-seli-kiwen-wiwi.svg             
Q137763946      wowujiti                       Sitelen-seli-kiwen-wowujiti.svg         
Q137763947      wuwojiti                       Sitelen-seli-kiwen-wuwojiti.svg         
Q137763948      yupekosi                       Sitelen-seli-kiwen-yupekosi.svg         
Q137763949      yutu                           Sitelen-seli-kiwen-yutu.svg             
