Category,Used By File,File Count
Category:Votgil (toki pona),File:Sitelen-seli-kiwen-Votgil.svg,1
Category:Vriska (toki pona),File:Sitelen-seli-kiwen-Vriska.svg,1
Category:Wa (toki pona),File:Sitelen-seli-kiwen-wa.svg,3
,File:Sitelen-seli-kiwen-wa1.svg,
,File:Sitelen-seli-kiwen-wa2.svg,
Category:Waje (toki pona),File:Sitelen-seli-kiwen-Waje.svg,1
Category:Wakalito (toki pona),File:Sitelen-seli-kiwen-Wakalito.svg,1
Category:Waken (toki pona),File:Sitelen-seli-kiwen-waken.svg,1
Category:Waleja (toki pona),File:Sitelen-seli-kiwen-waleja.svg,1
Category:Wasoweli (toki pona),File:Sitelen-seli-kiwen-wasoweli.svg,1
Category:Wawajete (toki pona),File:Sitelen-seli-kiwen-wawajete.svg,1
Category:We (toki pona),File:Sitelen-seli-kiwen-we.svg,3
,File:Sitelen-seli-kiwen-we1.svg,
,File:Sitelen-seli-kiwen-we2.svg,
Category:Wekama (toki pona),File:Sitelen-seli-kiwen-wekama.svg,1
Category:Weko (toki pona),File:Sitelen-seli-kiwen-Weko.svg,1
Category:Wen (toki pona),File:Sitelen-seli-kiwen-Wen.svg,1
Category:Wi (toki pona),File:Sitelen-seli-kiwen-wi.svg,3
,File:Sitelen-seli-kiwen-wi1.svg,
,File:Sitelen-seli-kiwen-wi2.svg,
Category:Wiju (toki pona),File:Sitelen-seli-kiwen-wiju.svg,1
Category:Wiki (toki pona),File:Sitelen-seli-kiwen-wiki.svg,1
Category:Wikipesija (toki pona),File:Sitelen-seli-kiwen-Wikipesija.svg,1
Category:Wiwi (toki pona),File:Sitelen-seli-kiwen-wiwi.svg,1
Category:Wowujiti (toki pona),File:Sitelen-seli-kiwen-wowujiti.svg,1
Category:Wuwojiti (toki pona),File:Sitelen-seli-kiwen-wuwojiti.svg,1
Category:Yupekosi (toki pona),File:Sitelen-seli-kiwen-yupekosi.svg,1
Category:Yutu (toki pona),File:Sitelen-seli-kiwen-yutu.svg,1
