pageid,title
3718,ilo sitelen
233,ilo sona
2175,ilo suli pi kulupu lawa
2317,ilo suno
220,ilo tan kulupu KDE
289,ilo tawa
8870,ilo tawa Obra Dinn
8873,ilo tawa Opa Pin
1468,ilo tawa pi sike tu
5573,ilo tawa supa
5583,ilo tawa supa telo
946,ilo tawa telo
8871,ilo tawa telo Obra Dinn
8874,ilo tawa telo Opa Pin
10096,ilo tawa telo pi jan Teseju
5606,ilo tawa wawa pi sike tu
487,ilo telo
1745,ilo tenpo
7483,ilo tenpo Kasijo F-91W
4201,ilo toki
2707,ilo unpa
947,ilo unpa meli
948,ilo unpa mije
7551,ilo uta
554,ilo utala
949,ilo utala Pola
5548,ilo utala kipisi
4667,ilo utala seli
5806,ilo utala tu
2377,ilo utala wawa
2883,insa lawa
6294,j
1855,jaki
3457,jaki Antasi
467,jaki Kolona
2170,jaki Kolona nanpa 19
9329,jaki Kolona pi tenpo sike 2019
464,jaki Kolona pi tenpo sike nanpa 2019
6147,jaki Nijukato
10091,jaki lawa pi ma Italija
3952,jaki lili
1095,jaki lili pi poki sijelo lili
3951,jaki ni li pakala e ilo awen pi sijelo jan
1923,jaki pakala pi nasin awen sijelo jan
1928,jaki pi pakala e ilo awen pi sijelo jan
10134,jaki pi pakala tawa ilo awen pi sijelo jan
2675,jaki sijelo
950,jaki tawa
203,jan
3875,jan Abigial Thorn
951,jan Aesilu
2766,jan Aja
7221,jan Ajesilu
6357,jan Ajo Etu
344,jan Akamenon
2971,jan Akutu
3298,jan Alan Turing
2397,jan Alan Tuwin
375,jan Alekanto pi ma Maketonija
953,jan Alekanto suli
3191,jan Alesanta Puskin
3188,jan Alesante Pusin
4187,jan Alesante Tatarnikow (DiezelSun)
4345,jan Alesisantel
3192,jan Alisanta Pukin
6035,jan Alisante Lukasenko
4499,jan Alisotele
356,jan Alitotele
3884,jan Alonola
9578,jan Ameliko Wepusi
5570,jan An Ketan Anasan
6307,jan An Usen
2440,jan Anipa
4154,jan Ano Itejaki
2305,jan Ansan
2307,jan Antan
7589,jan Ante Sesiju
7684,jan Antu Sason
6366,jan Apa Taman
3777,jan Apajan Linkon
878,jan Ape Ansan
2306,jan Ape Antan
2304,jan Ape Ijensijen
5585,jan Ape Kamu
3139,jan Ape Sinso
954,jan Apensen en jan Mu
3874,jan Apike Son
2485,jan Aronora
3015,jan Asa Antuki
1976,jan Asa Nijuton
952,jan Asikilo
7432,jan Asune Miku
3167,jan Atatu
3701,jan Aten Si
956,jan Ato Ita
7157,jan Ato Ite
1665,jan Ato Itola
5470,jan Ato Pajo
955,jan Atoe Ite
7156,jan Atoje Ite
957,jan Atolf Hitla
5850,jan Atu Lasa
5854,jan Atula Patawi
9685,jan Atulaman Wawi
958,jan Awitopane
626,jan Awitotele
1957,jan Bjarne Stroustrup
9383,jan Camellia
1680,jan Darwin
3054,jan David J. Peterson
3287,jan Donald Trump
3962,jan Eke
2194,jan Elena
10022,jan Eli Pon Teniken
10051,jan Eli pon Teniken
1969,jan Elon Mu
7220,jan Eloto
963,jan Elototo
5820,jan Emanijujo Kotan
2974,jan Emanu Makon
9522,jan Emilijo Lusu
9521,jan Emiliju Lusu
10089,jan En Pajo
113,jan Eneja
5864,jan Eneto Se Kewala
8902,jan Enli Take
4029,jan Enwi Kisinsa
8895,jan Enwi Take
3296,jan Epajan Linkon
2800,jan Epanja
7396,jan Epawan Linkon
964,jan Epelanto
7648,jan Epelin Tuti
2927,jan Eta Te Wa
2462,jan Eta Te Wae
2457,jan Eta Wan Wa
7647,jan Ewelin Tusi
9580,jan Ewi Atan
965,jan Ewi Peseli
966,jan F. W. Nietzsche
7034,jan Fansiko Masija Nujema
3897,jan Greta Thunberg
3895,jan Gretchen McCulloch
3887,jan Hatsune Miku
3243,jan Holoja
4730,jan Ikala Tawinki
4731,jan Iko Tawinki
962,jan Ilan Ma
4605,jan Ilan Masuku
4602,jan Ilan Mu
3722,jan Ileka pi ma Pinken
7439,jan Ilon Ma
3040,jan Ilon Mu
4458,jan Imane Kan
4456,jan Imanu Kan
3921,jan Imanwe Kan
6402,jan Insen
6656,jan Insila Kansi
5657,jan Ipelija
3933,jan Isa
2597,jan Isa Asimo
6112,jan Isa Nuton
4411,jan Isajama Kasime
7461,jan Isale Apulukami Asakan
7576,jan Isale Kamakawijojole
9656,jan JK
3178,jan Jako Kin
4183,jan Jakonson
7168,jan James Cook
5474,jan JanKaKo
7630,jan Jan Ka Ko
967,jan Jan Silesen
3013,jan Jan Tilesen
4448,jan Jani Sina
1941,jan Jejuta
7283,jan Jeko Leto
3213,jan Jemu Ku
208,jan Jesu
3309,jan Jesu Kolisu
968,jan Jesu pi ma Nala
579,jan Jesuwa
969,jan Jesuwa pi ma Nasawe
3879,jan Jimmy Donaldson
2854,jan Joe Biden
7204,jan Jojane Pajulu nanpa tu
9647,jan Joko Widodo
9649,jan Jokowi
9648,jan Jokowi Dodo
10178,jan Jon Minok
5757,jan Jose Salin
3063,jan Josi Salin
7631,jan Jowan Sepasijan Pake
2048,jan Jowane Palu nanpa tu
701,jan Jowe
2918,jan Juli Kakalin
9520,jan Juli Okanesijan
970,jan Juliju Kesali
1955,jan Julius Caesar
5521,jan Jun Sanjo
5696,jan Jun Sukejo
9657,jan Jusu Kala
9660,jan Jusuf Kalla
1940,jan Juta
819,jan Ka Maku
7203,jan Ka Sakan
2587,jan Ka Sekan
3888,jan Kagamine Len
3889,jan Kagamine Rin
972,jan Kajekosu Sapusi Sowapi
3095,jan Kaka
3891,jan Kakamine Len
3890,jan Kakamine Lin
7616,jan Kakamine Lin en jan Kakamine Len
9242,jan Kalilejo Kalile
7027,jan Kalilejo Kalili
5414,jan Kalolu suli
2403,jan Kalu suli
1963,jan Kamala Awi
973,jan Kamala Ewi
7661,jan Kaman Son
9172,jan Kamelija
6130,jan Kan Panso
974,jan Kankuniheso
975,jan Kankunijeso
2596,jan Kansi
3642,jan Kapaka
8861,jan Kapije Mile
4415,jan Kapipo
7608,jan Kasane Teto
4409,jan Kasima Isajama
4410,jan Kasime Isajama
10015,jan Kawe Luwi
2119,jan Ke
4133,jan Kekan San
7214,jan Kene Kupa
3892,jan Kene Teka
5704,jan Kensi Lama
7571,jan Kenuwika Lama
3894,jan Kesen Makala
3896,jan Keta Tunpe
7742,jan Ki Manimeka
5519,jan Kija Sama
7388,jan Kijon Saku
6120,jan Kin Isan
6131,jan Kin Jonsi
7370,jan Kin Minso
977,jan Kin Seni
978,jan Kin Soni
6121,jan Kin Sonilu
6123,jan Kin Sonsu
5525,jan Kin Sonun
9679,jan Kipan Lakapumin Laka
7654,jan Kisa Mikali
6451,jan Kisina Wasesi
4083,jan Kisita Pumijo
979,jan Kiso tan Lamansa
2603,jan Kiso tan ma Lamansa
5348,jan Kisu Kolonpa
7155,jan Kitopa Kolon
2612,jan Kitopa Kulunpu
3328,jan Kitopo Kolonpo
7626,jan Ko Kopeni
6469,jan Koja
3308,jan Kolisu
101,jan Konpusi
2953,jan Konse
6259,jan Konsi
6536,jan Kopen Palu
6534,jan Kopen Pulu
6394,jan Kopusije
6029,jan Kosali Sipuwa
3733,jan Kote
3902,jan Kulosawa Akila
3441,jan Kulu suli
4106,jan Kusa Wasa
4064,jan Kusapo Peto
5495,jan Kusta Wasa
980,jan Lamen
981,jan Lase
6258,jan Lasi
6044,jan Le Sinte
9973,jan Ledi Gaga
7045,jan Lejo nanpa luka luka tu tu
170,jan Lejonato pi ma Winsi
3209,jan Leke
7603,jan Lenan
7552,jan Lenin
982,jan Lenina
7602,jan Lenon
175,jan Leonato Tan Winsi
9903,jan Lese Taje Etokan
9969,jan Lesi Kaka
6260,jan Li E
6049,jan Li Onsi
5876,jan Li Pa
6088,jan Li Paje
3412,jan Li Pe
6093,jan Li Semin
6043,jan Li Sesu
5863,jan Li Sijan
7199,jan Liki Seme
2945,jan Linko Sa
2944,jan Linko Suta
7043,jan Linkon
4362,jan Linu Towa
5878,jan Lipa
5877,jan Lipe
3835,jan Lita Kalo
4109,jan Lomulu
6094,jan Lu Paje
5524,jan Lu Sin
6087,jan Lui Semin
3680,jan Lula
5987,jan Lusin
3658,jan Lutaki
7208,jan Luwi Anson
7215,jan Luwi Anton
9965,jan Luwi Pulu
9641,jan Ma'ruf Amin
6126,jan Ma Elijo Pisa
5815,jan Ma Kani
4465,jan Ma Opa
6125,jan Ma Pisa
10123,jan Ma Setun
3868,jan Ma Wopa
1874,jan Majoli
1849,jan Majowi
5853,jan Makasi Mokama
7133,jan Make Sakeson
986,jan Make Sason
7134,jan Make Siwen
7153,jan Maki Kiki
2591,jan Maki Pen
2737,jan Makijaweli
2973,jan Mako Polo
4443,jan Mako Sotan
983,jan Makokan
6376,jan Maku Alelilu
6377,jan Maku Awejo
6218,jan Maku Aweju
984,jan Maku Kope
985,jan Makuwe
9156,jan Malan
3336,jan Male
7151,jan Mali Kuki
7152,jan Mali Kuli
9157,jan Malija
2135,jan Malija Kili
7175,jan Malija Pita
2354,jan Malijo
9637,jan Malu Amin
9636,jan Malupu Amin
3711,jan Mana Kalosen
4466,jan Mapa
3812,jan Masin Lute
3175,jan Mata Pa
3672,jan Matalena Anteson
7162,jan Matana
2803,jan Maten Luta Kin lili
2582,jan Maten Lute Kin lili
7159,jan Matona
7206,jan Mawilin Mono
7558,jan Mehmet Akif Ersoy
9686,jan Mekawasi Sukanoputuli
1017,jan Melani Masine
7042,jan Mepe
9987,jan Mewika Apika
7197,jan Mewilin Mono
6892,jan Mi Pen
1908,jan Michael Jackson
3297,jan Mike Pence
4014,jan Mike Sakeson
192,jan Mike Te Sewante
625,jan Mike te Kewante
271,jan Mikelanselo
3368,jan Mikije Kopeso
2544,jan Miku
4714,jan Mili Sotakopi
4712,jan Mili Sotakowi
987,jan Mimoku
988,jan Misali
3867,jan Misapi
3712,jan Misima Jukijo
2574,jan Mo Seton
2765,jan Mongol
3120,jan Mosa
4177,jan Mosata
3265,jan Mose
3878,jan MrBeast
989,jan Mujen
2668,jan Mujon
9650,jan Mujono
5843,jan Mukama
9652,jan Mulyono
7158,jan Musolini
1930,jan Muwama
2548,jan Muwama Ali
9635,jan Muwama Jusu Kala
6783,jan Nalpi
5475,jan Nalupi
2094,jan Nansi Pelosi
3129,jan Napako
7617,jan Napi
4070,jan Napolejon
145,jan Napolejon Ponapa
624,jan Napoleno Ponapate
2364,jan Nasi
5628,jan Nasi Asin Mukama Umajun
4284,jan Nejanteta
3262,jan Nelenta Mosi
3832,jan Neson Mantela
3699,jan Ni Sisiweka
3300,jan Nije Anson
3849,jan Nije Anton
3587,jan Nije Sisiweka
3848,jan Nijo Anson
7033,jan Nikita
9885,jan Nikola Matulo
4205,jan Nikola Tesa
4208,jan Nikola Tesila
2176,jan Nikolo Makijaweli
3588,jan Nila Siselika
1658,jan Nise
4436,jan Niwasama
990,jan No Mujon
3439,jan Non Sonki
2312,jan Nowa
9501,jan Nukasi
3826,jan O Si Min
3827,jan O Simin
10127,jan Okan Amateju Mosa
10128,jan Okan Mosa
7164,jan Okuse
3004,jan Okusi
5369,jan Oloja
7689,jan Oma Jaki
2951,jan Omelo
5998,jan On Sijokan
4002,jan On Sijosen
2430,jan Onta Esa Tonsan
993,jan Osiseju
6486,jan Osu pi wawa nasa
3218,jan Ota
992,jan Ota Jukijo
7223,jan Otesiju
994,jan Oto Tome
995,jan Owen Kentu
1892,jan Pa
9834,jan Pa Poni
2056,jan Pake
9023,jan Palelijo
3065,jan Palo Pikaso
7625,jan Pan Sinata
959,jan Pane Sasu
7150,jan Pankin Losewe
9856,jan Pankin Osewe
4069,jan Pansiko Koja
6023,jan Pansiko Masija Nujema
6346,jan Pansiku
6385,jan Pansisu
2227,jan Papo Pikaso
9673,jan Papowa
9677,jan Papowa Supijanto
9663,jan Papowa Supijanto Sojowasikusumo
5549,jan Pasa Alasa
2183,jan Paton
2150,jan Pawa Opama
9684,jan Pawalusin Jusu Apipi
9922,jan Peli Pamonte
5547,jan Pelike Enke
3654,jan Pelisaliju
2388,jan Pen-Kulijon
2390,jan Pen Kulijon
8934,jan Peni San
4746,jan Peni Santa
3152,jan Penito Musolini
3062,jan Penkin Osewe
1793,jan Pensamin Pankin
2352,jan Pepa&soweli Kawa
7581,jan Pesi Mekuwi
996,jan Petan Meje
7207,jan Petopen
2825,jan Petowen
9842,jan Pewi Pamonte
4324,jan Pi Kasen
5822,jan Pi Pata
9470,jan Pi Wasu
997,jan Pije
2057,jan Pijoke
7195,jan Pikaso
991,jan Piki Nise
3698,jan Pile Ke
5821,jan Pipata
7174,jan Pita
3638,jan Plato
3639,jan Platon
7613,jan Po Makani
7614,jan Po Mali
6860,jan Polijan
6198,jan Posa Lukisa Sinson-Mila
10021,jan Posen Kanse Towate
7205,jan Posonalu
10025,jan Posten Kanse Towate
5620,jan Potano
2823,jan Powi Sanson
2517,jan Powi Sonsen
9672,jan Prabowo
9671,jan Prabowo Subianto
9670,jan Prabowo Subianto Joyohadikusumo
7553,jan Pusin
4364,jan Pusipa
998,jan Puta
9543,jan Puwi
1956,jan Rick James
2767,jan Roma
6304,jan Sa Sinko
960,jan Sa Tawin
5472,jan Sakomo Polesi
2404,jan Saleman
10038,jan Sali Ka
3140,jan Sali Sapin
3788,jan Salo Penton Pi
3273,jan Saman Lusi
3629,jan Samansa Samisi
1000,jan Sameno
1001,jan Sami (jan kulupu)
1002,jan Sami (kulupu jan)
7672,jan San Kamo
6109,jan San Kase
8936,jan Sanpi Toke
5826,jan Sansi Sijan
8681,jan Santa
2343,jan Santebu
2342,jan Santepu
5721,jan Sapana Pon
6411,jan Sapato Tali
7211,jan Sasa
7704,jan Sasali
7210,jan Sasamo
6458,jan Sasi Kan
3078,jan Sasin Tuto
7040,jan Sawi Posonalu
6048,jan Se Inwen
9583,jan Se Mapalen
3963,jan Se Peso
3819,jan Sekoja
9440,jan Selensi
4418,jan Seli Kosi
7154,jan Seli Sapin
3847,jan Semu Ku
1003,jan Sen
3212,jan Sen Ku
6113,jan Sen Tawi Wan
10039,jan Sepi Esin
9927,jan Sepi Tama
7020,jan Sepija
3959,jan Sesi Siwe
5492,jan Sesi Wan
9409,jan Seson
9923,jan Sewen Akin
5621,jan Si Sa Suli
2156,jan Si Sinpin
2828,jan Si Telu
6099,jan Sijan Sijesi
9001,jan Siman Te Puwa
3880,jan Simi Tonason
3242,jan Simon Oloja
8994,jan Simon Te Powa
976,jan Sin Kupa
5443,jan Sin Pene-Li
6261,jan Sin Se Jun
2879,jan Sinki Kan
6252,jan Sinpo Wale
1004,jan Sinpo Wejo
2414,jan Sinsiwan
2588,jan Siwen Okin
6716,jan So Awison
5856,jan So Owe
3872,jan So Patan
1005,jan So Paten
1876,jan So Piten
4285,jan So Waka Pu
7198,jan So Wake Pusi
2998,jan So Wasinton
4220,jan Sojan Sepasijen Pake
4457,jan Sokasi
4136,jan Sokate
9632,jan Soko Witoto
6207,jan Sokonsi
9642,jan Sokowi
9646,jan Sokowi Toto
9604,jan Solan Mantani
7595,jan Son Atan
4184,jan Son Kenisi
7600,jan Son Lenan
7601,jan Son Lenon
3117,jan Son Li Ja
7475,jan Son Masajosi
9454,jan Son Pon
4096,jan Son Tokin
7628,jan Soni Ka
8696,jan Sonja
4359,jan Sopi
1006,jan Sopija Jano
355,jan Sopoke
3068,jan Sose Talin
5857,jan Sosi Owe
9929,jan Sosija
9926,jan Sosija pi pana moli
4713,jan Sotakopi
4715,jan Sotakowi
8685,jan Sowan Mantani
5471,jan Sowani Tosi
9683,jan Sukano
10200,jan Sula Tanapa
5554,jan Sun Isen
5553,jan Sun Jasen
5555,jan Sun Sonsan
6262,jan Sun Su
6108,jan Sun Sunsan
2181,jan Sun Un
3764,jan Sunsu
3464,jan Suse Eten Ekin
7577,jan Susi Kalan
9688,jan Susilo Panpan Jutojono
5813,jan Susin Tuto
9682,jan Suwato
6305,jan Tala jan mama
7340,jan Tale Mawinsi
7341,jan Tale Mawinte
7574,jan Tali Patan
7575,jan Tali Paton
4716,jan Talin
7278,jan Tan Ikijo li moli e jan
3898,jan Tan Ka
7638,jan Tan pi tomo tawa anpa pi kiwen laso
1007,jan Tana Tan
2583,jan Tana Tun
7580,jan Tani Konsale
2878,jan Tante
4049,jan Tante Alikijeli
4040,jan Tante Alikiwi
7201,jan Tapi Ota
7209,jan Tapi Powi
2195,jan Tata
10199,jan Tawi Esin
3053,jan Tawi Peteson
4100,jan Tela Suwi
7200,jan Tele Sipe
7646,jan Teli A. Tewi
4101,jan Telo Suwipe
2052,jan Temusin
7645,jan Tewi A. Tewi
6738,jan Tewi Ota
10183,jan Tewi Pasuki
4185,jan Tewi Powi
1009,jan Tokin
7593,jan Tokotoko
4198,jan Tokukawa Ijejasu
7573,jan Toli Patan
7627,jan Toli Paton
1948,jan Toliken
3877,jan Tom Scott
8856,jan Toma Pen
9616,jan Toma Pin
8945,jan Toma Sepison
2948,jan Ton Kikote pi ma La Mansa
3866,jan Ton Ko
4013,jan Ton Ponpasi
1010,jan Tone Tun
3488,jan Topi Pa
6618,jan Topi So
3031,jan Totoje
3413,jan Tu Pu
6784,jan Tun Atu Lasa
5849,jan Tunku Atu Laman
6263,jan Tupu
3685,jan Tutankamun
6361,jan Tuwi Atakalawa
6363,jan Tuwi Kanokupolu
6355,jan Tuwi Tona
6654,jan Tuwijatakalawa
6655,jan Tuwikanokupolu
3080,jan Tuwudu
7618,jan Ulan Tuja
3671,jan Upu Kiteson
4252,jan Usawi
5851,jan Usen On
2717,jan Virgil
7196,jan Wa Sinsi
2499,jan Walasimi Lenin
1649,jan Walasimi Ulijano Lenin
1013,jan Walasimi Ulijano Lenine
6196,jan Walosimi Selensi
3401,jan Wan Sepe
3027,jan Wankeli
7410,jan Wano Junu
3402,jan Wansepe
6741,jan Wasa Tali
1012,jan Wasimi Lenin
9902,jan Wasimi Masinko
844,jan Wasimi Pusin
8943,jan Wasinton
1011,jan Wekiliju
7021,jan Wekilusu
7652,jan Wen Ko Win
3928,jan Wenpan
999,jan Wi Sen
7202,jan Wiki Seme
1014,jan Wikipesija
3778,jan Wiko Uko
1015,jan Wilijan Sepija
2655,jan Wilijan pi lanpan ma
2657,jan Wilijun pi lanpan ma
2943,jan Winko Sa
157,jan Winsen Tan Koje
8886,jan Winsen Tan Kowe
155,jan Winsen pi ma Ko
6525,jan Wisa Sen Wikinson
7667,jan Wisen Kotalako
4442,jan Wisinjo Kosi
3174,jan Youtube
9661,jan Yusuf Kalla
4307,jan ala len
6660,jan alasa pi ijo sin
6477,jan awen loje
1016,jan esun
2851,jan jo
3395,jan kalama Melani Masine
3930,jan kiwen
2678,jan kule
435,jan lawa
4733,jan lawa Akisito
3161,jan lawa Elisepe nanpa tu
1018,jan lawa Iwan pi nanpa tu tu
4108,jan lawa Kale Kusa
8923,jan lawa Konsantin nanpa tu pi ma Elena
7222,jan lawa Konsantin nanpa tu pi ma Elina
8924,jan lawa Kontansin nanpa tu pi ma Elena
3579,jan lawa Kontansinso nanpa tu pi ma Elena
3440,jan lawa Kulu nanpa tu
6499,jan lawa Lejo nanpa luka luka tu tu
3543,jan lawa Nalusito
6500,jan lawa Pansiku
6347,jan lawa Pansisu
3984,jan lawa Pikame
5464,jan lawa Sa nanpa tu wan
3425,jan lawa Sa nanpa tu wan pi ma Juke
9813,jan lawa Sen nanpa tu
4203,jan lawa Somu
3707,jan lawa Tutankamun
515,jan lawa mama
2652,jan lawa mama pi ma Inli
1019,jan lawa nanpa tu
2649,jan lawa pi ma Inli
2433,jan lawa pi ma Mewika
1980,jan lawa sewi
2650,jan lawa sewi pi ma Inli
5496,jan lawa suli Kale Kusa nanpa 16
4305,jan len ala
4702,jan li anpa e lawa kepeken utala
3048,jan li kama lon
5503,jan li pana e wile
3284,jan li pana e wile pi jan lawa
1465,jan li sike e suno
3288,jan li utala e tomo lawa pi ma Mewika lon tenpo sike 2021
4535,jan li wile e jan lawa pi ma Mewika lon tenpo sike 2020
4600,jan li wile e jan lawa pi ma Mewika lon tenpo sike 2024
1020,jan lili
1021,jan lili li jo e palisa seli lili (sitelen tawa)
3992,jan lili pi ma kasi
3340,jan lon lupa
5705,jan mama Tala
8890,jan meli
6517,jan monsuta Kolin
7737,jan monsuta pi ma tomo Pilense
6476,jan mun
2818,jan mute pi ike sijelo tan telo nasa pi ala nimi
2573,jan mute pi sijelo wan
2947,jan nanpa wan pi ma Amelika
3810,jan nanpa wan pi ma Oselija
2969,jan nasa
6378,jan olin nasa pi kulupu Konsantan
1023,jan pali
4196,jan pi awen lon tomo
6661,jan pi ijo sin
2331,jan pi kama sona
2193,jan pi kulupu Jejuta
1024,jan pi kute ala
4295,jan pi len ala
2323,jan pi mama sama
7660,jan pi nasin olin tu
2330,jan pi pana sona
1025,jan pi pilin ike lon kulupu
4749,jan pi sona sijelo
1026,jan pi toki Epelanto
1027,jan pi toki pona
3020,jan pi tomo ala
3744,jan pi weka seli
5875,jan pi wile ike li pilin ike
3049,jan pi wile unpa ala
7386,jan pimeja
6748,jan pona tawa jan ale
2324,jan sama
5823,jan sama suli
1964,jan sewi
4515,jan sewi (kon ante)
6454,jan sewi Alakimi
10225,jan sewi Amatelasu
6489,jan sewi Amon
10188,jan sewi Asiman
6827,jan sewi Asokasuntali
3511,jan sewi Aton
8735,jan sewi Awijalu
3497,jan sewi Ese
10228,jan sewi Inali
3487,jan sewi Juno
189,jan sewi Jupite
6478,jan sewi Kanesa
9475,jan sewi Kanon
6824,jan sewi Kasikeja
3504,jan sewi Kopi
6453,jan sewi Lakimi
3510,jan sewi Le
3489,jan sewi Minewa
6490,jan sewi Mu
3502,jan sewi Nipawawi
10214,jan sewi Nipeho
3513,jan sewi Olo
6416,jan sewi Pama
6463,jan sewi Pawasi
6462,jan sewi Sasi
3493,jan sewi Seju
3500,jan sewi Sete
6414,jan sewi Siwa
10193,jan sewi Susano
6464,jan sewi Tasa
10191,jan sewi Tensin
3977,jan sewi To
10227,jan sewi Tojoke
3495,jan sewi Wesile
6417,jan sewi Winu
5873,jan sewi en lawa mi
3295,jan sewi mute
8795,jan sewi suli Amatelasu
8817,jan sewi suli Inali
8837,jan sewi suli Tojoke
3289,jan sewi wan
1029,jan sona
302,jan soweli
9971,jan soweli Mekan
6537,jan telo
174,jan tonsi
5794,jan utala
8690,jan utala li anpa e lawa pi ma Pasiju lon tenpo sike nanpa 1964
9351,jan utala li lanpan e lawa pi ma Pasiju lon tenpo sike nanpa 1964
1030,jan utala li tawa noka weka mute lon ma Sonko
6127,jan utala tan ma Palata li utala e ma Sinkapo lon tenpo sike nanpa 1915
5609,jasima
1031,jelo
2734,jo
2271,jo jan
3023,jo lili
9933,jonke
10059,josuta pi linja sike
6296,k
526,kala
7004,kala Asi
4059,kala Sakapanpapi
7119,kala Sakapanpasipi
7534,kala Samon
2492,kala ko
4006,kala len laso
4228,kala ma
9506,kala pi moku anpa
2489,kala pi noka lawa
1032,kala pi poki insa mama
1692,kala pi poki mama
2490,kala pi telo pimeja
1682,kala soweli
10249,kala tonsi
1921,kalama
7429,kalama IPA
6187,kalama Manta
7629,kalama Pani Atan
5957,kalama Patatuna
5610,kalama jasima
2844,kalama lili
1034,kalama lili IPA
1035,kalama musi
6444,kalama musi Api Lo
7292,kalama musi Einheitsfrontlied
4018,kalama musi Everywhere at the End of Time
2232,kalama musi Intenasijonale
9986,kalama musi Ipope
2427,kalama musi Kalameletansen
3193,kalama musi Kalamentansen
2478,kalama musi Kijetesumikijoku
2480,kalama musi Kijetesumikyoku
4020,kalama musi Nimi Ale Lon Toki Pona
3583,kalama musi Olansin
448,kalama musi Otemojan
9920,kalama musi Petotakonikapokalisotanopatananatananajaletonopanetasantapekininkomasiletanesin
3051,kalama musi Ponwaka
1036,kalama musi Telo Nasa
7290,kalama musi Tuna Tuna Tun
1037,kalama musi lawa pi ma Losi
1038,kalama musi lawa pi ma Netelan
1039,kalama musi lawa pi ma Tuki
278,kalama musi ma ale pi pini tenpo
3664,kalama musi nimi ale lon toki pona
2211,kalama musi pi kulupu utala wile
6569,kalama musi pi linja utala sama
1040,kalama musi pi ma Netelan
2279,kalama musi toki
2536,kalama musi uta
3561,kalama pona pi tawa pilin pona
2724,kalama suli
1033,kalama toki lili
1041,kalama uta
2967,kama ante
1045,kama kulupu Etoso
1042,kama kulupu Ijoko
1043,kama kulupu Ijoko lon tenpo sike 2006
3052,kama lon
3001,kama pi jan Kolisu
6503,kama sewi (nasin sewi Isilan)
1044,kama sona
367,kama sona pi jan Sonja
2050,kama sona pi toki pona lon ma Elopa
2995,kama suli ike pi poki sijelo
2018,kama suno
2351,kama tawa
1773,kama tawa pi ijo suli
2065,kama tawa sewi
832,kama tawa suli
902,kasi
9835,kasi Okoma
4131,kasi len ko walo
2843,kasi li utala e jan moli
1046,kasi nasa
4127,kasi pan
1653,kasi pi moku pipi
1047,kasi pi moku soweli
8979,kasi pi tenpo lete o
1048,kasi sona
1049,kasi suli
9696,ken
2559,ken (sona nanpa)
3100,ken jan
3598,ken nasa
4265,ken pali
3709,kepeken sama mute
184,kijetesantakalu
3996,kijetesantakalu jaki
3997,kijetesantakalu loje
1050,kili
839,kili Awaka
3355,kili Kiwi
2019,kili akesi
1051,kili lili lawa
3227,kili lili lawa sewi
3956,kili loje suwi
1858,kili ma
1053,kili palisa
2479,kili palisa jelo
3916,kili pi akesi seli
4676,kili pi ike tan
7683,kili pi loje jelo
1857,kili pi noka kasi
3915,kili pi selo mute
3210,kili pi selo waso
2024,kili soko
3623,kipisi Kepa pi kalama musi
9819,kipisi ma Alan pi ma Mewika
4153,kipisi ma Ilan
9821,kipisi ma Kin
2830,kipisi ma Kolunpija lon ma Wasinton
9820,kipisi ma Pi pi ma Wasinton
5343,kipisi ma Sasali
2793,kipisi ma Wakikun
9824,kipisi ma Walawala
4529,kipisi pi ma Italija
7502,kipisi pi ma Sesesele
4644,kipisi sike lon kama wan
1917,kisa
1054,kiwen
4629,kiwen Mani jelo
4632,kiwen Mani loje
4631,kiwen Mani telo
4638,kiwen Mani walo
5604,kiwen en ilo en lipu
3290,kiwen en ilo kipisi en lipu
1055,kiwen ilo
852,kiwen insa
3519,kiwen jan
10181,kiwen jan pi ken ale
3029,kiwen kasi
5623,kiwen ko
6669,kiwen ko tan ko kasi en telo pimeja
1843,kiwen kon
2455,kiwen kon nasa
6668,kiwen lipu
3274,kiwen lon pimeja mun
1844,kiwen lukin
824,kiwen mani
4633,kiwen mani jelo
4635,kiwen mani loje
4634,kiwen mani telo
7458,kiwen mani walo
851,kiwen sijelo
9615,kiwen sijelo jan
9579,kiwen sitelen
6670,kiwen tan ko kasi en telo pimeja
652,kiwen telo lete
1781,kiwen uta
835,ko
2395,ko Popu pi len noka leko
1056,ko jaki
6221,ko jaki telo
3627,ko kapesi suwi
5622,ko kiwen
10263,ko kiwen suwi
4621,ko kon
2884,ko lawa
3318,ko lete
6026,ko lete walo
5624,ko ma
6220,ko nena
4123,ko pan
7295,ko pan Ata
2316,ko pi telo mama
7126,ko pi weka suno
3626,ko pimeja suwi
1057,ko pona
1714,ko sewi
2267,ko suwi
5533,ko suwi jelo
10264,ko suwi pipi
3758,ko walo pi weka e seli suno
1058,ko walo pi weka seli suno
5835,kokosila
9697,kon
9698,kon (nasin sona)
2037,kon (sona ijo)
2014,kon Itosen
8704,kon Kami
4626,kon Kapon
4582,kon Okisen
9017,kon ike
1059,kon ike li jaki e kon ma
618,kon ko
5651,kon ma
5690,kon ma lili
2702,kon meli
2216,kon mun
3792,kon pi pali ala
9846,kon pi wawa suno
10116,kon pilin pi wawa suno
1742,kon seli suno
1710,kon sewi
2741,kon sewi jan
8706,kon suli
9103,kon tawa
3319,kon telo
4365,kon wawa lili pi tawa sike
6535,kopen palu
1932,ku
663,kule
